ds,y
2021-08-06 20:28:07,744.2737223248977
2021-08-06 20:28:12,744.2737173380903
2021-08-06 20:28:17,744.2737123512829
2021-08-06 20:28:22,744.2737073644755
2021-08-06 20:28:27,744.2737023776681
2021-08-06 20:28:32,744.2736973908608
2021-08-06 20:28:37,744.2736924040535
2021-08-06 20:28:42,744.273687417246
2021-08-06 20:28:47,744.2736824304386
2021-08-06 20:28:52,744.2736774436313
2021-08-06 20:28:57,744.2736724568239
2021-08-06 20:29:02,744.2736674700164
2021-08-06 20:29:07,744.2736624832091
2021-08-06 20:29:12,744.2736574964017
2021-08-06 20:29:17,744.2736525095943
2021-08-06 20:29:22,744.273647522787
2021-08-06 20:29:27,744.2736425359795
2021-08-06 20:29:32,744.2736375491722
2021-08-06 20:29:37,744.2736325623648
2021-08-06 20:29:42,744.2736275755575
2021-08-06 20:29:47,744.2736225887501
2021-08-06 20:29:52,744.2736176019428
2021-08-06 20:29:57,744.2736126151353
2021-08-06 20:30:02,744.2736076283279
2021-08-06 20:30:07,744.2736026415206
2021-08-06 20:30:12,744.2735976547132
2021-08-06 20:30:17,744.2735926679057
2021-08-06 20:30:22,744.2735876810984
2021-08-06 20:30:27,744.273582694291
2021-08-06 20:30:32,744.2735777074837
2021-08-06 20:30:37,744.2735727206763
2021-08-06 20:30:42,744.273567733869
2021-08-06 20:30:47,744.2735627470615
2021-08-06 20:30:52,744.2735577602542
2021-08-06 20:30:57,744.2735527734468
2021-08-06 20:31:02,744.2735477866394
2021-08-06 20:31:07,744.2735427998321
2021-08-06 20:31:12,744.2735378130246
2021-08-06 20:31:17,744.2735328262172
2021-08-06 20:31:22,744.2735278394099
2021-08-06 20:31:27,744.2735228526025
2021-08-06 20:31:32,744.273517865795
2021-08-06 20:31:37,744.2735128789877
2021-08-06 20:31:42,744.2735078921804
2021-08-06 20:31:47,744.273502905373
2021-08-06 20:31:52,744.2734979185656
2021-08-06 20:31:57,744.2734929317583
2021-08-06 20:32:02,744.2734879449508
2021-08-06 20:32:07,744.2734829581434
2021-08-06 20:32:12,744.2734779713361
2021-08-06 20:32:17,744.2734729845287
2021-08-06 20:32:22,744.2734679977212
2021-08-06 20:32:27,744.2734630109139
2021-08-06 20:32:32,744.2734580241065
2021-08-06 20:32:37,744.2734530372992
2021-08-06 20:32:42,744.2734480504919
2021-08-06 20:32:47,744.2734430636845
2021-08-06 20:32:52,744.273438076877
2021-08-06 20:32:57,744.2734330900697
2021-08-06 20:33:02,744.2734281032623
2021-08-06 20:33:07,744.2734231164549
2021-08-06 20:33:12,744.2734181296476
2021-08-06 20:33:17,744.2734131428401
2021-08-06 20:33:22,744.2734081560327
2021-08-06 20:33:27,744.2734031692254
2021-08-06 20:33:32,744.273398182418
2021-08-06 20:33:37,744.2733931956107
2021-08-06 20:33:42,744.2733882088032
2021-08-06 20:33:47,744.2733832219959
2021-08-06 20:33:52,744.2733782351885
2021-08-06 20:33:57,744.2733732483812
2021-08-06 20:34:02,744.2733682615738
2021-08-06 20:34:07,744.2733632747663
2021-08-06 20:34:12,744.273358287959
2021-08-06 20:34:17,744.2733533011516
2021-08-06 20:34:22,744.2733483143442
2021-08-06 20:34:27,744.2733433275368
2021-08-06 20:34:32,744.2733383407294
2021-08-06 20:34:37,744.2733333539221
2021-08-06 20:34:42,744.2733283671147
2021-08-06 20:34:47,744.2733233803074
2021-08-06 20:34:52,744.2733183935
2021-08-06 20:34:57,744.2733134066925
2021-08-06 20:35:02,744.2733084198852
2021-08-06 20:35:07,744.2733034330778
2021-08-06 20:35:12,744.2732984462704
2021-08-06 20:35:17,744.273293459463
2021-08-06 20:35:22,744.2732884726556
2021-08-06 20:35:27,744.2732834858482
2021-08-06 20:35:32,744.2732784990409
2021-08-06 20:35:37,744.2732735122335
2021-08-06 20:35:42,744.2732685254261
2021-08-06 20:35:47,744.2732635386188
2021-08-06 20:35:52,744.2732585518114
2021-08-06 20:35:57,744.273253565004
2021-08-06 20:36:02,744.2732485781967
2021-08-06 20:36:07,744.2732435913892
2021-08-06 20:36:12,744.2732386045818
2021-08-06 20:36:17,744.2732336177745
2021-08-06 20:36:22,744.2732286309671
2021-08-06 20:36:27,744.2732236441597
2021-08-06 20:36:32,744.2732186573523
2021-08-06 20:36:37,744.2732136705449
2021-08-06 20:36:42,744.2732086837376
2021-08-06 20:36:47,744.2732036969303
2021-08-06 20:36:52,744.2731987101229
2021-08-06 20:36:57,744.2731937233154
2021-08-06 20:37:02,744.2731887365081
2021-08-06 20:37:07,744.2731837497007
2021-08-06 20:37:12,744.2731787628933
2021-08-06 20:37:17,744.273173776086
2021-08-06 20:37:22,744.2731687892785
2021-08-06 20:37:27,744.2731638024711
2021-08-06 20:37:32,744.2731588156638
2021-08-06 20:37:37,744.2731538288564
2021-08-06 20:37:42,744.2731488420491
2021-08-06 20:37:47,744.2731438552416
2021-08-06 20:37:52,744.2731388684343
2021-08-06 20:37:57,744.2731338816269
2021-08-06 20:38:02,744.2731288948195
2021-08-06 20:38:07,744.2731239080122
2021-08-06 20:38:12,744.2731189212047
2021-08-06 20:38:17,744.2731139343973
2021-08-06 20:38:22,744.27310894759
2021-08-06 20:38:27,744.2731039607826
2021-08-06 20:38:32,744.2730989739752
2021-08-06 20:38:37,744.2730939871678
